Locustag	28_1	28_2	29_1	29_2	36_1	36_2	46_1	46_2	47_1	47_2	49_1	49_2
ECB_02176	21	18	9	11	11	26	11	21	30	32	65	73
ECB_02177	0	7	4	1	5	7	11	11	17	7	37	46
ECB_02178	4	7	5	5	5	3	2	6	5	5	84	86
ECB_02179	19	20	13	24	28	27	17	12	30	21	308	443
ECB_02180	26	40	56	28	36	45	22	40	42	100	211	278
ECB_02181	128	118	110	216	65	87	91	86	121	133	519	691
ECB_02182	20	18	38	32	25	20	17	30	28	25	134	207
ECB_02183	25	38	26	30	24	36	25	23	26	34	77	109
ECB_02184	8	16	10	11	13	10	13	6	13	11	34	29
ECB_02185	14	17	15	7	5	6	8	4	14	11	9	15
ECB_02186	363	331	225	333	173	187	269	231	456	267	365	547
ECB_02187	101	121	105	212	12	16	9	9	16	21	17	12
ECB_02188	323	339	375	532	21	25	7	17	16	30	13	14
ECB_02189	322	284	342	427	307	207	419	390	432	311	670	716
ECB_02190	135	140	117	186	149	103	110	118	239	203	243	242
ECB_02191	179	334	221	389	318	249	257	277	317	278	522	502
ECB_02192	121	164	171	214	181	153	132	129	227	187	337	399
ECB_02193	174	234	142	214	80	95	126	112	157	117	188	308
ECB_02194	32	30	20	29	21	12	17	30	21	39	40	57
ECB_02195	52	25	39	57	66	49	52	52	91	80	110	117
ECB_02196	42	115	64	109	36	103	22	55	73	247	33	40
ECB_02198	2	1	1	1	0	2	0	1	2	1	3	0
ECB_02199	29	10	22	19	16	11	21	6	14	23	16	25
ECB_02200	83	32	94	52	36	25	30	50	38	46	58	78
ECB_02201	2467	2389	2975	3334	4344	1975	4321	3822	4560	3552	4512	4149
ECB_02202	2185	1922	2326	2786	3677	1763	3892	3192	4581	3365	5175	4593
ECB_02203	4165	3448	4996	5512	8516	4225	7728	7386	9243	7411	9036	8524
ECB_02204	288	339	345	430	627	265	662	564	697	532	777	769
ECB_02205	1145	1468	1046	1557	1654	928	2039	1749	2501	2028	2187	2046
ECB_02206	613	415	559	740	1086	642	1187	1110	1667	1297	1568	1534
ECB_02207	1452	1300	1168	1745	2871	1578	3239	2694	4090	3160	3895	3670
ECB_02208	3354	3380	3754	5268	7095	3665	7369	6505	9247	6447	9026	9098
ECB_02209	1735	1471	2050	2326	3146	2057	3207	3058	4513	3126	4497	4820
ECB_02210	526	473	561	718	1218	736	1025	1055	1529	930	1352	1450
ECB_02211	2728	2017	2629	2520	3084	2230	2903	3052	4452	2828	4605	4753
ECB_02212	1377	1111	1073	1310	971	889	965	1008	1540	967	1526	1694
ECB_02213	3230	2340	1980	2633	1492	1315	1517	1679	2494	1919	2298	2528
ECB_02214	337	135	230	206	150	87	217	166	298	189	550	780
ECB_02215	1090	1433	1145	1500	318	198	482	428	558	355	470	659
ECB_02216	268	264	312	393	272	186	276	311	358	279	340	433
ECB_02217	249	366	221	554	299	293	327	362	430	437	451	553
ECB_02218	855	901	965	1068	766	622	966	962	1253	854	1284	1616
ECB_02219	955	925	708	940	501	516	818	675	1023	841	1032	1382
ECB_02220	245	207	277	320	189	124	258	252	300	218	313	401
ECB_02221	1502	1663	1640	2234	1531	903	1950	1582	2456	1631	2638	3574
ECB_02222	1782	2226	2311	3408	2470	1359	3608	2536	4096	2546	3539	4144
ECB_02223	24	25	14	37	25	17	15	27	27	37	8	18
ECB_02224	115	155	159	190	172	110	231	200	273	175	336	445
ECB_02225	328	283	306	336	366	279	423	409	457	332	531	698
ECB_02226	45	80	43	64	108	58	99	87	118	131	136	191
ECB_02227	21	30	31	26	12	4	11	16	14	19	17	50
ECB_02228	301	182	237	236	124	115	187	197	274	201	351	448
ECB_02229	708	432	864	690	335	220	512	357	496	366	752	1007
ECB_02230	33	38	28	37	13	38	32	30	47	40	130	146
ECB_02231	192	150	207	203	209	124	193	158	268	180	339	482
ECB_02232	439	398	362	562	308	246	340	309	520	327	484	545
ECB_02233	955	556	766	672	580	369	688	543	869	710	808	968
ECB_02234	2401	1015	1904	1579	1451	1083	1985	1457	2664	1782	2830	3232
ECB_02235	3705	227	2226	621	548	326	510	607	709	565	808	1012
ECB_02236	86	64	87	109	102	58	99	112	144	135	159	187
ECB_02237	482	931	366	819	1752	989	1452	1755	1931	1464	2123	1908
ECB_02238	292	573	155	449	898	526	662	782	1012	824	1154	1105
ECB_02239	562	484	802	771	481	341	534	534	693	476	734	925
ECB_02240	306	429	389	508	387	317	359	359	563	381	619	653
ECB_02241	3636	3908	3448	4506	2702	1738	2745	2729	3004	2293	2995	3480
ECB_02242	219	276	238	336	245	174	289	268	359	263	436	462
ECB_02243	387	369	472	699	583	301	583	533	651	519	718	858
ECB_02244	320	369	434	541	442	294	490	411	554	394	659	696
ECB_02245	746	763	771	1047	932	638	733	895	1065	993	1192	1384
ECB_02246	79	117	78	147	156	88	146	122	226	152	251	238
ECB_02247	105	184	92	205	243	158	195	199	235	208	293	306
ECB_02248	5083	1844	4221	2730	2277	2055	3207	2992	3896	2639	3048	3799
ECB_02249	111	146	174	181	191	145	174	181	275	161	204	295
ECB_02250	100	191	126	225	135	119	237	174	205	171	214	283
ECB_02251	53	96	83	142	80	112	110	109	135	101	181	189
ECB_02252	154	200	120	267	198	142	255	209	325	246	286	352
ECB_02253	128	174	181	222	252	166	262	248	348	268	339	460
ECB_02254	445	615	683	916	1177	635	1274	1203	1605	1090	1802	1828
ECB_02255	370	546	331	503	695	447	895	752	1224	767	1334	1641
ECB_02256	39	80	65	111	66	67	84	78	119	85	198	230
ECB_02257	86	124	82	121	73	76	106	93	126	93	370	423
ECB_02258	5	4	6	5	6	8	9	7	15	11	16	34
ECB_02259	0	3	7	1	1	6	4	1	5	6	1	9
ECB_02260	6	17	1	8	2	7	3	6	4	12	14	14
ECB_02261	6	7	1	5	7	1	3	7	1	5	8	15
ECB_02262	31	31	38	40	8	32	23	24	41	44	54	79
ECB_02263	3	3	0	2	1	1	1	0	2	4	18	17
ECB_02264	548	172	359	222	156	112	128	181	200	195	333	359
ECB_02265	998	52	721	85	77	61	93	106	117	81	101	144
ECB_02266	947	38	575	67	53	77	39	76	85	42	77	100
ECB_02267	1101	4593	898	4174	1652	1372	1338	1448	1936	1526	1666	2086
ECB_02268	1009	111	636	179	1157	281	488	542	600	405	728	749
ECB_02270	1	1	2	1	0	2	1	0	1	1	0	1
ECB_02271	0	0	0	0	0	0	0	0	0	0	0	0
ECB_02272	741	665	652	865	525	305	585	523	606	383	699	773
ECB_02273	39	32	19	17	19	36	18	30	22	56	15	27
ECB_02274	65	35	24	32	27	22	28	19	36	21	29	46
ECB_02275	43	18	27	19	18	23	23	16	28	24	39	34
ECB_02276	108	96	110	96	81	84	94	115	108	151	127	155
ECB_02277	8	16	5	10	6	7	4	18	20	41	50	47
ECB_02278	3	2	1	8	6	8	1	3	9	10	5	16
ECB_02279	4	9	3	18	97	91	76	83	143	114	249	319
ECB_02280	58	85	52	71	150	216	161	161	236	272	354	511
ECB_02281	2	9	4	8	6	2	5	1	8	5	12	17
ECB_02282	1	8	0	4	0	2	4	2	2	5	5	7
ECB_02283	8	10	7	15	3	5	4	13	18	17	32	47
ECB_02284	18	12	6	7	8	6	7	8	2	6	17	37
ECB_02285	10	5	6	1	1	41	2	2	7	2	19	30
ECB_02286	3	4	1	0	0	3	4	1	2	4	4	2
ECB_02287	224	151	153	188	166	113	208	174	231	213	231	289
ECB_02288	572	829	699	965	638	529	828	688	1075	758	762	1067
ECB_02289	4642	4414	8409	7902	8248	5066	7480	8202	9263	6746	12155	14389
ECB_02290	88	120	106	154	111	68	110	105	120	113	144	170
ECB_02291	70	59	83	94	43	49	39	57	85	71	112	112
ECB_02292	76	95	103	129	87	45	91	97	128	110	136	129
ECB_02293	42	31	43	48	38	26	39	40	43	31	38	51
ECB_02294	17	12	5	7	6	6	3	10	6	8	8	19
ECB_02295	16	11	13	8	13	10	6	4	8	16	6	8
ECB_02296	47	25	30	24	8	18	18	13	25	15	9	17
ECB_02297	20	3	21	8	0	6	0	2	1	5	5	4
ECB_02298	1353	587	874	758	459	290	717	560	786	567	807	1110
ECB_02299	26	59	62	59	52	60	56	54	62	64	85	105
ECB_02300	4	14	13	6	3	5	8	5	4	4	10	20
ECB_02301	2533	2831	3744	3571	1422	1070	1393	1524	1736	1591	1653	1792
ECB_02302	377	378	361	376	416	235	602	476	649	575	808	764
ECB_02303	90	141	62	112	124	116	100	126	187	144	242	221
ECB_02304	155	94	192	116	115	103	93	104	170	115	172	277
ECB_02305	104	64	66	68	64	46	47	50	78	61	107	143
ECB_02306	627	828	600	961	963	692	1305	1285	1608	1108	1672	1665
ECB_02307	5	3	5	1	5	11	6	0	4	10	6	8
ECB_02308	31	26	66	71	49	35	86	78	75	58	43	81
ECB_02309	128	129	164	199	148	119	180	177	262	232	184	228
ECB_02310	10	23	31	20	27	11	14	20	23	21	21	35
ECB_02311	198	229	209	296	336	194	343	302	367	290	513	526
ECB_02312	1402	882	1623	1494	1042	788	953	1071	1284	997	1279	1765
ECB_02313	190	217	126	166	157	106	167	180	205	205	147	221
ECB_02314	10896	15338	13207	17450	9885	7219	16338	11096	19815	13114	17454	28712
ECB_02315	2558	2299	3115	3423	3069	2890	4108	4120	5715	4210	7143	7412
ECB_02316	7416	8249	10227	9480	30077	24984	13799	12483	16354	12473	17465	28268
ECB_02317	2536	2344	2016	2381	2464	1201	2429	1954	2783	2260	2963	4180
ECB_02318	125	102	171	197	115	118	213	176	230	175	245	285
ECB_02319	27	38	21	25	27	26	32	42	78	39	99	108
ECB_02320	145	128	72	118	78	92	130	115	211	142	226	216
ECB_02321	463	566	725	872	648	414	950	840	1190	865	1297	1933
ECB_02322	1769	1926	2673	3518	3043	1473	4770	3135	4596	2842	3607	5301
ECB_02323	584	960	1123	1706	1468	836	1530	1261	1793	1342	1303	1972
ECB_02324	870	1239	1340	1899	1504	832	2082	1435	2170	1592	2055	3052
ECB_02325	946	946	1426	1753	1722	1081	2726	1903	3322	2358	4119	6906
ECB_02326	1648	214	1455	396	292	203	378	374	422	304	433	473
ECB_02327	55	16	45	28	38	33	65	33	70	53	35	55
ECB_02328	267	86	228	77	71	82	101	95	159	108	78	137
ECB_02329	220	110	246	136	118	64	173	142	162	148	98	144
ECB_02330	1	0	2	1	1	0	1	3	1	0	0	1
ECB_02331	380	332	468	560	486	291	591	469	598	452	708	879
ECB_02332	233	393	166	423	348	258	398	431	564	412	665	654
ECB_02333	110	83	62	65	49	69	80	66	96	86	101	147
ECB_02334	64	80	77	84	55	61	61	49	78	58	75	63
ECB_02335	199	122	210	206	240	128	184	183	236	206	254	384
ECB_02336	106	106	102	187	116	70	160	116	176	128	136	175
ECB_02337	32	26	39	48	22	13	11	21	24	41	27	21
ECB_02338	26	22	32	25	21	6	14	25	25	16	20	46
ECB_02339	72	36	84	87	51	44	45	54	70	36	52	88
ECB_02340	69	44	89	39	46	29	104	65	105	83	61	99
ECB_02341	50	30	79	69	34	23	55	62	64	68	64	85
ECB_02342	39	27	29	37	40	21	39	39	37	44	31	32
ECB_02343	21	15	19	6	26	3	9	4	14	14	15	22
ECB_02344	15	13	4	20	10	18	10	16	8	9	15	9
ECB_02345	11	6	11	6	13	10	3	8	11	14	7	7
ECB_02346	12	22	15	16	16	12	10	8	19	36	20	12
ECB_02347	2	2	4	4	1	3	1	0	2	4	0	3
ECB_02348	11	17	28	13	3	2	16	8	7	8	22	27
ECB_02349	9	15	25	22	11	11	15	13	15	17	33	29
ECB_02350	3	10	8	5	1	4	3	2	8	10	10	18
ECB_02351	1	5	3	5	3	3	4	4	7	5	3	15
ECB_02352	3	5	0	2	2	3	0	1	3	1	13	7
ECB_02353	3	1	1	0	0	3	1	4	4	4	2	10
ECB_02354	2182	899	2097	1229	1179	728	1521	1387	1807	1310	1973	2428
ECB_02355	190	154	184	218	74	78	102	90	140	130	204	310
ECB_02356	502	411	607	528	234	187	369	285	360	305	490	843
ECB_02357	20	32	24	28	14	31	13	28	23	45	26	48
ECB_02358	174	184	199	167	126	91	192	143	320	198	236	341
ECB_02359	96	95	80	102	62	40	51	54	69	83	89	110
ECB_02360	145	279	156	229	134	122	90	125	155	166	145	194
ECB_02361	157	219	126	241	151	112	140	116	194	157	136	137
ECB_02362	113	64	139	107	73	58	101	75	105	71	542	785
ECB_02363	561	585	659	738	572	404	622	610	807	656	2509	3090
ECB_02364	251	391	281	331	312	183	264	240	279	269	309	450
ECB_02365	140	143	203	186	160	94	210	188	286	230	244	278
ECB_02366	331	466	360	611	422	255	519	475	601	506	640	718
ECB_02367	474	429	502	639	570	385	560	557	758	646	786	921
ECB_02368	376	1076	265	730	1098	552	1194	1143	1441	1060	1414	1329
ECB_02369	1643	1987	1839	2671	2702	1452	2445	2325	2764	2126	2849	3686
ECB_02370	2340	2304	2154	2584	2348	1833	2889	2564	3711	2750	3754	4748
ECB_02371	238	362	218	339	317	215	238	358	364	334	476	692
ECB_02372	467	611	477	654	412	391	470	532	692	557	799	990
ECB_02373	9	14	15	18	11	18	7	8	19	27	5	7
ECB_02374	32	51	44	53	32	35	42	28	33	62	26	38
ECB_02376	9	22	30	10	5	22	10	15	18	22	9	19
ECB_02377	3	5	4	1	7	2	2	6	1	3	1	7
ECB_02378	27	29	24	28	9	9	13	9	22	15	16	9
ECB_02379	20	31	27	42	19	19	10	12	31	17	20	49
ECB_02380	7	2	5	12	2	3	3	3	15	7	4	8
ECB_02381	2	2	8	3	3	12	8	12	7	10	17	9
ECB_02382	8	3	4	7	5	11	8	9	11	18	13	10
ECB_02383	18	17	22	39	22	36	22	21	33	97	22	49
ECB_02384	33	61	52	54	45	69	34	45	64	98	43	38
ECB_02385	566	400	569	518	444	264	457	452	502	402	533	632
ECB_02386	727	748	535	839	763	660	779	834	1161	891	1214	1497
ECB_02387	101	158	98	146	125	99	190	164	217	130	256	308
ECB_02388	477	726	508	918	454	479	350	448	556	476	481	565
ECB_02389	65	124	63	127	239	110	274	236	267	227	427	405
ECB_02390	341	588	398	584	825	537	1210	965	1396	848	1508	1583
ECB_02391	411	908	193	766	1163	570	747	943	1010	763	1228	1150
ECB_02392	225	417	106	397	372	268	388	404	784	360	1032	657
ECB_02393	888	907	735	1102	883	681	898	866	1364	993	1471	1831
ECB_02394	363	372	392	439	354	290	358	406	565	433	668	942
ECB_02395	26	29	19	28	21	24	23	22	16	42	40	47
ECB_02396	8	18	7	9	5	22	26	18	17	17	50	73
ECB_02397	11	30	6	13	3	6	6	6	16	5	41	75
ECB_02398	14	22	11	18	5	10	16	6	14	24	40	79
ECB_02399	1405	2319	1532	2406	3081	1505	4090	3412	4348	3111	4594	4891
ECB_02400	279	931	305	863	1473	709	2027	1715	2130	1329	2802	2666
ECB_02401	101	246	141	266	332	331	301	315	469	364	577	651
ECB_02402	80	105	72	94	150	66	176	144	183	153	243	223
ECB_02403	734	954	678	1072	940	674	1199	1149	1608	1183	1778	1735
ECB_02404	1064	1524	1088	1766	1771	1104	1591	1653	1999	1675	1950	2225
ECB_02405	491	710	447	811	685	358	816	680	929	724	909	1033
ECB_02406	1461	2187	1721	2477	2176	1593	2222	2347	2996	2333	2978	3359
ECB_02407	1580	1776	1894	2798	2355	1418	2490	2321	3204	2625	2539	2941
ECB_02408	638	657	841	1121	1196	809	1072	1255	1501	1122	1896	2339
ECB_02409	266	401	183	435	691	281	678	709	913	602	1055	1136
ECB_02410	245	295	135	215	258	198	241	290	344	292	452	481
ECB_02411	73	90	89	109	83	72	97	94	109	93	99	113
ECB_02412	1184	739	1228	1226	1061	714	1184	1164	1594	1176	1482	2122
ECB_02413	737	215	626	304	221	132	276	240	308	223	313	464
ECB_02414	366	359	394	525	410	324	531	486	741	546	444	537
ECB_02415	427	362	650	587	725	369	810	728	948	728	797	1244
ECB_02416	70	168	64	143	101	72	162	111	218	128	213	219
ECB_02417	98	125	90	149	128	81	186	149	239	144	242	294
ECB_02418	1078	1240	872	1907	1529	881	1675	1482	1931	1313	1473	1868
ECB_02419	138	277	164	299	184	127	191	205	245	160	167	234
ECB_02420	980	1160	882	1291	552	372	963	697	782	537	507	607
ECB_02421	1021	965	1046	1167	609	356	942	733	850	660	539	729
ECB_02422	3137	2278	2176	3066	1287	848	1992	1452	1961	1170	1506	1589
ECB_02423	1822	1063	1048	1459	355	280	514	460	499	335	367	407
ECB_02424	530	479	672	708	630	382	550	626	645	612	702	1034
ECB_02425	223	462	140	359	849	514	570	839	817	650	1098	1166
ECB_02426	16	21	7	30	12	81	7	13	9	25	12	17
ECB_02427	361	48	270	78	38	57	35	41	48	33	41	62
ECB_02428	204	140	172	164	197	136	138	160	199	178	183	191
ECB_02429	978	47	556	88	85	122	111	140	117	97	141	183
ECB_02430	33	26	29	25	27	29	39	33	48	57	39	43
ECB_02431	9	14	7	7	6	10	8	9	15	11	9	15
ECB_02432	15	8	13	14	9	19	10	18	18	17	10	19
ECB_02433	14	25	25	27	12	21	20	22	39	32	45	46
ECB_02434	53	61	48	58	45	35	32	48	38	73	45	72
ECB_02435	136	118	114	134	43	52	58	35	102	92	86	140
ECB_02436	27	12	20	22	15	10	18	38	37	12	66	93
ECB_02437	28	18	34	26	23	4	22	22	39	21	105	125
ECB_02438	15	25	13	40	22	17	17	15	44	23	61	80
ECB_02439	11	7	19	21	14	7	7	9	7	18	67	81
ECB_02440	8	11	9	9	1	8	4	5	9	6	46	60
ECB_02441	114	99	108	118	60	63	87	104	147	95	115	183
ECB_02442	85	126	104	140	68	66	80	100	112	106	111	155
ECB_02443	5299	5862	6233	8198	15942	9681	21037	17934	24030	16064	19498	20541
ECB_02444	61	44	69	56	58	43	68	70	82	64	83	103
ECB_02445	370	527	509	646	604	590	525	624	666	667	728	805
ECB_02446	182	212	201	263	276	157	233	232	293	273	283	389
ECB_02447	144	102	194	175	184	100	177	197	235	175	275	368
ECB_02448	194	148	270	217	234	143	238	251	332	252	286	419
ECB_02449	1150	2195	970	2227	5746	2835	6453	6191	7254	5102	7150	7230
ECB_02451	2	3	1	1	0	3	3	8	10	5	9	15
ECB_02452	3	3	2	2	2	2	1	3	1	6	1	7
ECB_02453	387	601	425	861	571	385	538	517	732	541	502	709
ECB_02454	584	586	459	740	505	353	566	381	672	522	568	760
ECB_02455	118	68	129	76	91	87	91	115	134	121	106	139
ECB_02456	18	7	11	26	25	7	22	33	21	19	25	37
ECB_02457	71	101	55	115	29	41	53	60	109	81	102	108
ECB_02458	445	422	473	618	615	393	720	629	897	632	943	1174
ECB_02459	58	114	88	131	187	119	188	167	239	154	279	273
ECB_02460	280	434	349	629	559	400	819	656	921	578	1026	1088
ECB_02461	147	143	123	172	203	138	154	229	284	302	362	439
ECB_02462	386	686	554	791	975	744	977	1088	1251	1045	1429	1504
ECB_02463	734	869	726	1152	1288	838	1310	1383	1699	1235	2188	2301
ECB_02464	214	349	342	440	385	274	414	398	605	479	481	568
ECB_02465	1225	1353	1219	1797	1670	1034	1773	1591	2492	1710	2001	2433
ECB_02466	3133	1970	2571	2819	2406	1790	2755	2801	3985	2783	4475	5366
ECB_02467	1537	1164	1019	1420	1255	752	1078	1219	1702	1451	2235	2856
ECB_02468	586	1005	705	1148	584	401	572	542	649	509	773	842
ECB_02469	76	92	42	67	90	77	80	96	138	94	125	165
ECB_02470	467	471	447	539	706	497	850	803	1011	661	1202	1372
ECB_02471	43	54	39	82	58	64	53	55	77	54	106	143
ECB_02472	54	59	47	45	45	55	32	45	42	64	25	40
ECB_02473	5614	14334	5163	15971	5365	4509	6990	5294	9596	6880	8496	15021
ECB_02474	135	151	209	196	180	151	190	151	284	158	185	590
ECB_02475	547	551	607	738	692	363	816	789	944	654	1231	1318
ECB_02476	225	109	194	199	143	138	185	170	238	210	276	388
ECB_02477	65	49	59	61	81	52	65	68	102	59	86	91
ECB_02478	1753	239	1439	359	271	239	336	295	406	249	336	476
ECB_02479	349	373	360	399	344	246	371	379	433	311	602	755
ECB_02480	18	34	7	18	23	21	28	32	50	21	44	33
ECB_02481	1945	790	1290	958	1880	1564	1783	1914	2356	1966	2606	3654
ECB_02482	1876	1642	2063	1981	652	634	1514	1079	1603	1936	1219	1738
ECB_02483	85	102	151	141	230	97	181	188	260	169	274	340
ECB_02484	168	217	230	290	272	222	355	338	391	347	525	628
ECB_02485	539	721	573	688	576	510	631	680	866	706	1140	1531
ECB_02486	12567	1940	6461	2438	597	874	3021	1252	3241	1290	4808	9683
ECB_02487	17	12	10	17	6	18	5	9	10	27	10	10
ECB_02488	2923	2737	2781	3534	3494	2821	4943	4200	5715	4062	5100	6018
ECB_02489	2721	1088	1318	1044	465	343	895	720	961	638	957	1063
ECB_02490	3320	1182	1845	1223	622	418	850	889	1127	635	1321	1643
ECB_02491	26	22	14	23	14	37	28	28	26	48	19	68
ECB_02492	19	39	23	36	62	68	54	82	94	61	418	676
ECB_02493	79	109	53	106	90	116	111	93	170	126	359	451
ECB_02494	22	45	33	44	55	48	61	51	64	53	998	305
ECB_02495	1795	1158	2188	1577	2784	1621	3981	3183	4171	3449	4391	5697
ECB_02496	9414	9696	14769	14129	22945	11156	27169	21835	26622	22429	26788	29945
ECB_02497	8009	8132	11273	11481	17873	9261	22721	17004	24488	18079	23419	25286
ECB_02498	3031	2817	3072	3134	3489	2296	6173	4314	6661	4838	6302	6875
ECB_02499	1362	1055	1552	1634	1229	782	1194	1100	1498	1238	1713	2294
ECB_02500	146	190	175	252	268	222	215	299	305	260	329	403
ECB_02501	211	315	232	346	235	263	264	302	410	313	365	484
ECB_02502	821	1015	681	1091	712	585	1235	951	1328	1109	1186	1486
ECB_02503	326	270	343	358	290	234	379	306	507	431	522	660
ECB_02504	533	314	309	354	314	330	320	316	423	331	440	537
ECB_02505	87	96	87	134	78	53	67	93	90	66	192	245
ECB_02506	67	93	79	116	89	66	81	68	117	87	84	158
ECB_02507	310	360	412	509	468	305	391	406	526	450	578	710
ECB_02508	161	200	217	244	207	168	237	272	317	218	436	561
ECB_02509	264	385	304	431	252	310	319	335	533	383	446	629
ECB_02510	83	150	74	91	96	166	95	139	177	213	3041	181
ECB_02511	72	94	55	92	99	113	81	101	124	159	75	63
ECB_02512	46	51	34	30	52	49	34	63	65	80	55	61
ECB_02513	5	13	13	3	1247	13	9	9	26	10	130	205
ECB_02514	7	11	6	4	4	910	8	3	20	730	4	9
ECB_02515	719	48	395	196	64	69	68	95	69	70	50	115
ECB_02516	548	149	543	203	158	149	175	196	255	215	202	277
ECB_02517	655	184	569	348	321	259	802	373	468	426	436	578
ECB_02518	570	240	493	425	389	261	522	516	551	436	605	729
ECB_02519	246	107	205	129	125	141	86	144	211	155	135	179
ECB_02520	83	41	57	57	53	53	47	39	60	46	316	149
ECB_02521	177	141	148	153	46	49	109	87	122	81	94	195
ECB_02522	168	91	86	81	38	36	50	54	66	28	74	136
ECB_02523	30	25	16	13	15	17	24	13	11	19	42	54
ECB_02524	40	167	70	97	83	49	81	67	124	99	133	192
ECB_02525	13	38	13	19	22	22	13	17	27	10	172	257
ECB_02526	302	219	4392	285	117	112	200	163	234	192	233	274
ECB_02527	43	34	40	38	29	21	15	13	20	14	38	57
ECB_02528	59	23	40	25	31	25	28	45	38	27	51	99
ECB_02529	141	194	349	198	68	63	88	94	74	59	50	61
ECB_02530	66	98	303	198	85	56	57	69	48	61	49	89
ECB_02531	308	726	658	750	269	251	225	844	243	283	243	316
ECB_02532	204	376	337	447	121	154	153	177	199	284	168	6336
ECB_02533	110	336	111	372	102	196	51	91	87	75	791	942
ECB_02534	52	170	55	173	79	68	65	84	63	87	691	919
ECB_02535	58	121	80	98	88	86	98	113	85	85	1408	2159
ECB_02536	107	113	93	119	74	70	44	63	94	102	70	97
ECB_02537	147	187	165	280	307	297	336	322	440	295	332	664
ECB_02538	13	17	17	18	136	133	174	120	248	137	180	234
ECB_02539	255	497	162	424	169	129	197	207	262	223	693	253
ECB_02540	95	115	77	140	112	106	122	125	217	141	209	181
ECB_02541	92	129	89	176	104	102	89	86	138	98	111	99
ECB_02542	2508	2158	2969	3205	1645	978	2041	32005	2354	1847	1919	2499
ECB_02543	3457	3276	3091	3981	2339	1636	3345	2871	4116	2981	3840	7724
ECB_02544	386	487	287	583	303	198	363	307	482	361	453	664
ECB_02545	984	349	318	382	562	213	366	276	471	365	367	462
ECB_02546	362	353	275	391	153	165	262	263	308	200	449	655
ECB_02547	3887	4026	3874	5070	5108	3231	6679	6366	8554	5866	8380	9853
ECB_02548	26	36	26	39	32	30	35	36	51	45	60	71
ECB_02549	1051	840	1099	1259	1395	745	1616	1445	1709	1359	1813	2553
ECB_02550	132	156	167	188	131	148	219	227	302	181	330	401
ECB_02551	88	109	89	119	118	104	116	177	171	160	238	309
ECB_02552	429	21	212	27	7	17	52	30	47	37	25	26
ECB_02553	598	69	358	75	35	53	31	47	132	102	42	51
ECB_02554	100	4	53	6	10	7	10	10	15	13	17	14
ECB_02555	177	32	103	34	39	22	34	38	94	56	31	71
ECB_02556	37	9	37	12	18	16	17	12	35	27	18	29
ECB_02557	198	65	97	82	63	162	68	66	89	100	128	157
ECB_02558	122	75	153	130	100	71	106	113	120	92	117	192
ECB_02559	83	50	63	82	41	24	40	35	52	60	59	74
ECB_02560	24	32	43	56	37	29	25	23	32	43	36	42
ECB_02561	46	23	46	63	42	22	17	35	50	77	31	33
ECB_02562	117	130	150	179	144	76	101	116	115	113	92	153
ECB_02563	26	18	9	28	12	16	8	16	11	24	10	13
ECB_02564	216	86	178	140	110	102	80	93	153	143	149	193
ECB_02565	61	31	44	27	31	23	16	23	25	12	18	35
ECB_02566	38	50	40	33	36	42	26	28	58	70	49	53
ECB_02567	66	45	111	88	70	71	58	63	80	71	101	114
ECB_02568	16	3	20	17	7	8	23	6	16	19	21	13
ECB_02569	20	15	33	44	27	11	26	27	26	20	27	37
ECB_02570	26	22	23	21	12	19	10	16	21	39	18	22
ECB_02571	32	34	44	32	35	27	36	25	40	59	33	42
ECB_02572	5	16	8	11	10	8	4	9	20	17	14	8
ECB_02573	46	66	71	83	52	59	36	38	41	49	54	41
ECB_02574	6	7	9	2	2	10	7	3	1	21	6	6
ECB_02575	2	2	1	0	5	2	0	0	2	5	6	6
ECB_02576	15	16	5	22	9	10	9	8	16	7	13	25
ECB_02577	126	92	101	198	84	56	67	63	181	72	116	141
ECB_02578	31	8	19	39	21	19	19	16	15	17	23	31
ECB_02579	148	142	156	218	77	78	79	74	133	93	81	127
ECB_02580	184	239	267	371	163	173	163	200	191	379	135	202
ECB_02581	77	73	73	89	63	73	68	63	108	54	92	127
ECB_02582	9	3	4	5	8	6	9	8	13	10	18	15
ECB_02583	326	341	377	450	504	415	591	620	787	498	824	941
ECB_02584	9	7	11	3	5	6	15	3	8	6	73	94
ECB_02585	180	55	180	111	92	52	79	91	101	107	121	163
ECB_02586	98	24	75	49	26	18	47	21	55	29	36	64
ECB_02587	151	77	127	128	59	76	85	58	142	114	97	172
ECB_02588	26	11	15	37	21	15	15	22	42	29	31	27
ECB_02589	87	99	87	2874	40	70	61	63	110	81	68	90
ECB_02590	32	50	33	49	29	27	44	30	43	38	24	53
ECB_02591	12204	3665	8860	5516	3694	2670	4202	3996	5165	4110	5302	7431
ECB_02592	1459	745	1711	1896	1206	833	1215	1251	1577	1176	2228	3690
ECB_02593	202	288	200	266	223	161	254	248	319	245	306	405
ECB_02594	531	544	587	816	720	438	671	652	984	648	858	1101
ECB_02595	522	589	634	768	575	453	674	724	958	693	831	1014
ECB_02596	90	144	155	198	139	100	192	207	247	188	179	254
ECB_02597	212	313	316	473	361	234	405	491	547	313	465	611
ECB_02598	178	191	154	212	423	115	108	134	178	181	216	326
ECB_02599	211	403	267	434	217	224	266	212	412	349	272	535
ECB_02600	652	650	947	1086	1985	430	1231	858	1382	958	1023	2020
ECB_02601	10863	9673	15820	15624	10073	6183	17965	11232	20416	13487	15023	29259
