Locustag	28_1	28_2	29_1	29_2	36_1	36_2	46_1	46_2	47_1	47_2	49_1	49_2
ECB_00466	43	60	40	39	45	30	49	46	64	58	135	180
ECB_00467	23	58	33	44	16	40	11	17	10	44	13	19
ECB_00468	24	18	13	8	12	20	14	11	19	15	14	22
ECB_00469	16	26	27	17	12	6	6	3	8	23	13	17
ECB_00470	7	12	16	16	8	7	9	9	10	8	12	30
ECB_00471	13	9	7	17	3	21	5	12	15	8	2	11
ECB_00472	147	343	104	376	732	635	720	828	969	725	1187	1116
ECB_00473	110	246	52	260	542	291	356	465	456	341	626	552
ECB_00474	63	85	57	126	88	82	117	90	123	91	160	154
ECB_00475	413	609	479	612	436	282	552	538	672	533	726	1038
ECB_00476	383	409	391	498	651	543	807	777	989	695	1029	1184
ECB_00477	16	28	28	36	20	23	17	17	17	46	12	10
ECB_00478	4	17	25	20	10	15	32	23	38	38	54	48
ECB_00479	209	466	309	511	845	627	751	863	1109	696	1020	1186
ECB_00480	1	2	0	1	1	1	1	3	0	1	10	11
ECB_00481	3	7	6	2	2	5	3	3	4	4	1	3
ECB_00482	13	16	20	17	8	14	6	13	8	16	49	69
ECB_00483	1	8	3	7	7	8	6	5	6	21	7	4
ECB_00484	9	6	7	8	1	8	3	4	8	25	7	4
ECB_00485	2	8	2	2	6	7	1	2	0	8	5	12
ECB_00486	45	55	49	59	54	31	52	48	73	57	116	150
ECB_00487	0	3	0	2	1	1	2	0	0	3	3	0
ECB_00488	3	1	1	2	0	3	1	1	0	1	0	2
ECB_00489	1	0	2	4	0	1	0	0	2	1	1	1
ECB_00490	2	1	2	4	0	7	3	4	3	0	1	6
ECB_00492	34	46	20	33	11	40	9	21	30	45	21	12
ECB_00493	12	53	16	30	17	24	28	35	38	25	101	68
ECB_00494	8	10	4	10	2	11	5	3	10	3	2	7
ECB_00495	13	6	10	15	14	24	32	26	30	38	50	81
ECB_00496	55	56	62	53	36	23	38	31	63	38	236	368
ECB_00497	3	4	5	1	2	2	0	2	2	1	3	4
ECB_00498	1	1	1	1	0	0	2	0	0	0	0	0
ECB_00499	0	1	4	3	0	2	0	0	1	2	0	5
ECB_00500	13	10	5	13	6	8	9	16	9	10	2	9
ECB_00501	0	0	1	1	1	0	0	0	0	1	0	0
ECB_00502	0	15	3	1	5	1	6	4	4	8	5	4
ECB_00504	1	0	1	1	1	0	1	2	1	1	1	6
ECB_00505	9	3	5	3	14	8	23	13	27	11	25	26
ECB_00506	4	0	3	4	8	7	3	11	4	10	34	44
ECB_00507	12	7	0	2	10	4	9	10	4	3	20	25
ECB_00508	3	16	10	6	6	12	14	18	13	12	17	38
ECB_00509	738	1701	664	1345	2063	1544	2235	2233	2725	2409	3572	3818
ECB_00510	5	9	3	1	3	1	1	2	4	8	4	7
ECB_00511	18	20	13	27	8	9	16	10	19	16	25	27
ECB_00512	67	91	120	139	72	82	102	77	96	112	109	110
ECB_00513	23	22	23	32	31	30	25	21	30	28	185	227
ECB_00514	0	3	1	0	1	0	0	2	0	0	9	10
ECB_00515	5	17	7	15	19	4	4	11	11	12	98	126
ECB_00516	0	3	3	3	0	3	3	5	6	13	6	16
ECB_00517	11	24	7	10	3	19	7	4	15	18	6	6
ECB_00518	62	266	48	185	16	46	35	35	60	69	50	88
ECB_00519	781	761	1186	1022	693	661	1813	1247	2234	1611	3581	5077
ECB_00520	14	10	17	12	20	21	12	6	13	37	17	24
ECB_00521	13	17	9	29	4	25	13	17	20	30	15	12
ECB_00522	55	67	90	106	73	62	52	87	105	82	107	138
ECB_00524	8	6	1	2	2	3	4	2	3	4	3	0
ECB_00525	4	11	14	5	4	9	2	5	5	12	10	14
ECB_00526	1	6	1	20	0	0	1	1	1	3	1	3
ECB_00527	27	38	23	47	11	80	18	49	43	147	18	13
ECB_00528	0	0	1	0	0	3	0	0	2	2	0	2
ECB_00529	8	2	6	4	5	6	1	7	5	10	8	6
ECB_00530	14	28	13	10	8	21	13	5	19	19	14	26
ECB_00531	154	143	179	232	220	246	347	258	502	283	442	673
ECB_00532	319	249	357	408	388	425	693	487	827	496	636	1126
ECB_00533	1073	1148	1477	1642	2320	2471	3595	2466	5535	3197	5423	8871
ECB_00534	1005	976	1063	1308	1047	1158	2771	1457	4006	1989	3585	5802
ECB_00535	2642	2354	4209	4856	4901	3205	9531	4643	11802	5347	9671	15242
ECB_00536	2744	2006	3345	3974	4065	2640	8403	4692	9849	4907	8340	11525
ECB_00537	360	268	329	523	615	384	770	619	1012	631	958	1226
ECB_00538	236	372	221	366	191	156	217	276	308	264	314	409
ECB_00539	3039	2478	3482	4377	1469	680	2099	1555	2203	1511	2114	2557
ECB_00540	95	88	67	99	69	44	79	50	88	66	104	139
ECB_00541	9	11	7	9	22	20	21	15	18	32	27	58
ECB_00542	85	66	87	109	43	36	51	49	59	48	74	100
ECB_00543	7	2	0	1	1	2	0	1	5	1	1	1
ECB_00545	0	0	0	0	2	4	0	0	0	0	0	0
ECB_00546	6	11	7	22	14	6	19	11	20	8	14	28
ECB_00547	2	2	2	0	5	2	1	1	3	0	5	1
ECB_00548	57	83	43	41	24	104	50	28	54	80	18	30
ECB_00549	550	1486	1268	1951	1059	538	1174	1277	1196	1376	1352	1525
ECB_00550	8728	14614	21823	22547	11877	6526	17287	17235	15555	16917	23231	25403
ECB_00551	310	555	463	776	354	237	318	346	359	399	407	549
ECB_00552	36	101	156	130	65	59	61	102	82	86	72	118
ECB_00553	1360	2090	5266	4271	1982	1248	2508	2519	2406	2516	2727	3295
ECB_00554	12	28	14	19	9	25	7	14	19	31	83	96
ECB_00555	152	150	193	295	276	202	330	307	362	338	421	408
ECB_00556	120	177	246	369	412	263	323	365	428	339	326	363
ECB_00557	180	315	312	474	545	331	430	430	478	561	371	427
ECB_00558	312	616	323	608	394	296	456	536	494	500	436	480
ECB_00559	108	276	312	410	266	178	196	259	274	342	355	474
ECB_00560	400	1318	1004	1876	1006	474	1056	1156	940	1079	1551	1341
ECB_00561	362	1288	1315	1931	1012	618	1419	1584	1234	1447	1917	1741
ECB_00562	536	973	2490	1782	1131	706	1635	1848	1469	1916	2517	2599
ECB_00563	270	519	1668	1064	672	385	796	1056	829	946	1537	1721
ECB_00564	47	136	285	252	113	78	177	204	163	200	344	435
ECB_00566	109	25	68	44	13	15	20	16	21	18	14	24
ECB_00567	175	350	126	337	357	411	867	389	1018	632	369	721
ECB_00568	61	218	50	231	367	336	833	324	979	632	408	875
ECB_00569	8	17	12	16	8	13	20	12	25	33	15	40
ECB_00570	12	7	12	11	9	8	6	8	14	17	8	13
ECB_00571	1	0	0	0	2	0	0	1	0	0	0	0
ECB_00572	0	0	0	0	0	0	0	0	0	0	0	0
ECB_00573	10	24	31	24	43	37	42	29	51	34	62	82
ECB_00574	3853	2797	3835	3914	3268	2651	5315	4279	6098	4081	7030	8670
ECB_00575	840	931	1041	1320	1025	591	1449	1260	1662	1275	1559	2036
ECB_00576	920	620	775	926	400	342	685	507	818	556	780	1250
ECB_00577	62	70	40	56	34	69	37	65	68	71	98	115
ECB_00578	43	33	61	31	23	37	34	34	45	22	61	94
ECB_00579	249	219	249	359	230	225	236	284	357	326	495	595
ECB_00580	10	18	22	18	20	18	28	20	35	24	16	35
ECB_00581	5	15	5	8	1	8	0	2	1	19	7	9
ECB_00582	6	10	10	14	32	9	10	7	6	8	7	9
ECB_00583	19	21	23	26	16	16	22	27	33	35	39	35
ECB_00584	11	14	17	9	10	8	17	8	24	17	22	30
ECB_00585	2	6	9	12	3	6	12	9	12	8	7	10
ECB_00586	11	27	28	29	6	25	7	10	22	41	10	13
ECB_00587	0	2	0	0	1	1	0	0	0	1	1	0
ECB_00588	6	3	2	6	3	3	4	2	5	6	7	13
ECB_00589	65	89	62	89	47	48	59	84	94	67	92	141
ECB_00590	74	82	72	83	48	43	44	41	75	50	55	103
ECB_00591	161	86	136	115	30	24	29	28	43	43	215	323
ECB_00592	16	25	15	13	16	20	10	14	13	28	72	97
ECB_00593	30	70	16	75	21	10	34	29	29	20	92	125
ECB_00594	104	130	115	140	71	80	86	109	168	105	161	192
ECB_00595	219	127	167	146	83	81	83	85	133	105	114	158
ECB_00596	25	25	51	41	17	16	20	17	44	25	40	68
ECB_00597	1379	1373	1478	1851	1849	1070	1740	1542	2176	1512	2158	2843
ECB_00598	16	12	8	7	6	8	10	4	14	10	34	60
ECB_00599	63	121	83	139	99	52	121	104	169	104	169	216
ECB_00600	33	48	36	76	69	26	46	67	69	73	86	84
ECB_00601	387	568	333	623	534	346	549	565	724	502	764	888
ECB_00602	463	389	481	617	677	518	784	858	1046	814	1152	1418
ECB_00603	150	215	90	252	287	203	320	321	391	306	340	425
ECB_00604	132	297	160	344	331	275	262	347	392	313	397	511
ECB_00605	65	134	74	148	172	102	189	191	211	146	244	317
ECB_00606	76	84	50	80	97	77	113	106	133	67	167	189
ECB_00607	37	89	55	93	88	72	113	102	173	154	115	144
ECB_00608	102	136	58	161	121	96	196	144	219	159	213	265
ECB_00609	133	213	113	222	206	133	203	189	270	230	336	450
ECB_00610	427	574	512	786	1024	600	921	1029	1182	869	1028	1084
ECB_00611	1888	2197	1975	2874	2909	1764	3683	3171	4235	3113	4649	4894
ECB_00612	52	29	48	17	18	26	23	17	20	24	37	59
ECB_00614	5	6	8	5	2	8	0	7	8	7	1	8
ECB_00615	36	54	31	29	25	58	32	24	42	70	35	46
ECB_00616	28	26	37	12	34	46	18	14	24	30	25	42
ECB_00617	256	39	225	62	45	43	53	64	80	40	88	127
ECB_00619	1	3	0	0	0	5	1	1	0	2	4	1
ECB_00620	6	7	11	1	1	4	12	2	8	8	27	16
ECB_00621	1128	397	786	843	876	458	1071	848	1595	1050	1191	1267
ECB_00622	1238	350	764	804	701	428	770	811	1180	893	1220	1259
ECB_00623	11972	1729	7163	3290	3950	2505	4654	4678	6669	4916	6535	6918
ECB_00624	94	113	90	99	53	93	60	65	90	143	71	101
ECB_00625	166	324	235	410	248	173	229	248	352	238	305	283
ECB_00626	259	447	313	552	330	220	399	320	431	306	422	587
ECB_00627	86	125	105	190	132	105	139	139	221	122	234	310
ECB_00628	698	1007	942	1459	1286	898	1405	1455	1835	1369	1579	2023
ECB_00629	307	488	382	571	887	542	1015	1028	1177	1002	1230	1221
ECB_00630	477	330	673	656	827	478	783	712	860	665	792	926
ECB_00631	3041	1979	2751	4338	4052	2531	4004	3955	5687	4201	3767	4536
ECB_00632	378	452	429	548	382	274	405	399	585	400	493	672
ECB_00633	653	747	819	1103	580	494	579	499	804	647	759	1106
ECB_00634	1299	725	1106	1013	506	477	789	615	910	664	816	1158
ECB_00635	494	96	448	197	144	69	328	207	252	155	311	406
ECB_00636	4396	1031	4789	1694	1833	1003	2427	2106	2229	1854	2328	2471
ECB_00637	1259	1652	1345	1901	1879	1111	2288	2037	2947	1916	2975	3299
ECB_00638	42	18	41	23	9	23	17	8	8	31	24	27
ECB_00639	4	7	4	2	1	4	7	4	6	10	2	0
ECB_00640	1072	894	822	924	487	418	565	568	820	661	988	1386
ECB_00641	687	599	573	744	634	440	496	625	757	723	1049	1331
ECB_00642	23	29	13	35	32	14	22	21	29	13	49	75
ECB_00643	164	200	151	210	142	137	189	183	240	182	216	261
ECB_00644	546	394	392	497	463	458	556	503	739	537	879	1122
ECB_00645	2464	1948	2827	2880	2533	1603	2852	2737	3633	2535	3438	4306
ECB_00646	5	8	11	11	10	7	30	12	15	22	53	60
ECB_00647	2	10	1	18	10	10	3	6	26	9	70	88
ECB_00648	55	50	46	48	33	31	17	26	42	30	32	51
ECB_00649	17	23	16	16	19	19	7	11	18	10	20	19
ECB_00650	5	15	7	11	7	15	6	3	9	7	3	7
ECB_00651	40	34	44	58	50	43	38	51	42	95	38	56
ECB_00652	195	180	243	284	246	124	230	206	240	220	238	251
ECB_00653	8	23	18	25	30	15	12	26	22	20	29	32
ECB_00654	38	48	36	44	19	25	14	24	29	22	33	25
ECB_00655	12	21	14	10	9	18	13	11	17	9	14	12
ECB_00656	0	0	0	0	0	0	0	0	0	0	0	0
ECB_00657	238	283	214	353	206	97	170	180	215	235	262	429
ECB_00658	41	37	88	87	31	28	41	52	62	51	93	127
ECB_00659	31	29	27	33	4	7	6	6	14	12	9	9
ECB_00660	25	22	14	39	11	8	19	11	7	20	23	23
ECB_00661	21	12	4	24	7	10	2	5	9	19	19	14
ECB_00662	13	10	8	6	1	3	6	1	6	9	7	7
ECB_00663	2	9	2	3	2	3	4	4	3	10	0	1
ECB_00664	1	2	0	5	2	2	3	6	4	7	1	2
ECB_00666	8	1	4	6	0	1	1	1	13	2	9	15
ECB_00667	35	29	21	25	17	15	11	9	16	34	40	60
ECB_00668	75	120	96	137	111	94	76	120	122	123	152	179
ECB_00669	52	46	41	51	49	30	20	22	49	43	50	83
ECB_00670	624	374	615	551	409	282	467	429	595	460	688	1004
ECB_00671	316	285	420	347	287	136	354	275	390	326	415	660
ECB_00672	795	659	1135	1198	775	532	890	844	1051	790	1041	1418
ECB_00673	510	466	965	972	770	552	756	694	921	644	892	1201
ECB_00674	179	278	241	351	160	125	213	190	250	198	177	277
ECB_00675	52	165	84	190	115	130	116	125	161	133	210	200
ECB_00676	11	10	9	7	3	5	3	4	3	13	16	16
ECB_00677	10	26	10	21	8	22	3	24	19	50	5	12
ECB_00678	25	58	35	56	45	64	21	33	48	169	23	28
ECB_00679	6	1	4	0	8	2	6	4	6	7	9	33
ECB_00680	8989	2304	6479	3729	9481	7024	12169	11503	17225	12520	19016	25091
ECB_00681	1876	239	1213	481	2438	1417	2525	2317	3718	1914	4429	5270
ECB_00682	661	140	353	168	1171	626	1336	1234	1757	1117	1661	1801
ECB_00683	4937	1052	3038	1248	9981	4962	11954	10468	14051	9206	13828	15529
ECB_00684	1412	362	1194	564	5267	2937	5754	4892	6595	4377	6755	7128
ECB_00685	6171	3571	6399	5179	23626	11587	26260	22371	29721	19389	33666	37904
ECB_00686	2711	1728	3523	3059	12321	5980	14279	11806	16430	11013	20491	23496
ECB_00687	2414	2107	2511	2301	8813	4733	10253	8461	12216	8759	14405	16625
ECB_00688	2305	1564	3244	2376	9622	5558	11581	9783	13067	8712	16425	18236
ECB_00689	13	24	9	24	8	16	9	9	22	13	31	45
ECB_00690	21	23	22	25	12	22	17	19	25	26	18	19
ECB_00691	64	75	62	81	46	31	59	46	61	55	106	97
ECB_00692	4726	6001	4060	7296	11896	5810	2016	1507	2145	1490	4402	5097
ECB_00693	6354	5698	5455	8056	13505	8128	2640	1984	2896	1961	5035	5696
ECB_00694	13	16	18	15	32	20	7	7	7	9	14	32
ECB_00695	315	242	252	284	522	349	98	151	237	194	467	524
ECB_00696	239	309	167	269	195	183	238	228	339	245	415	486
ECB_00697	180	250	165	303	259	203	282	371	372	325	380	441
ECB_00698	84	132	103	130	120	114	144	148	202	148	180	219
ECB_00699	402	481	404	613	506	490	618	654	848	641	935	1078
ECB_00700	3640	2911	4522	4991	4837	2949	5665	5286	6874	4879	8288	9106
ECB_00701	6250	4235	7607	7765	6652	3694	9937	7611	9792	7271	10679	11068
ECB_00702	1919	1673	2476	2759	2434	1691	3064	2654	3986	2979	4043	4753
ECB_00703	521	483	405	567	282	299	437	328	542	386	639	765
ECB_00704	483	412	356	493	221	251	400	294	502	300	360	517
ECB_00705	95	62	124	122	110	64	112	136	131	115	117	173
ECB_00706	7	4	3	3	3	5	1	2	3	4	8	7
ECB_00707	1989	3280	2572	4276	3550	2854	4079	3806	5424	3907	5145	5828
ECB_00708	3423	3592	4761	4678	1908	1369	2819	2478	3245	2486	4472	6115
ECB_00709	469	458	699	675	560	369	657	624	750	685	817	1055
ECB_00710	447	298	613	532	485	295	560	448	711	457	621	792
ECB_00711	348	156	414	328	390	236	461	392	624	377	549	764
ECB_00712	552	301	684	493	516	309	542	493	748	458	663	802
ECB_00713	403	644	590	1030	1662	1210	1761	1754	2393	1686	2266	3033
ECB_00714	170	135	211	185	314	186	308	275	344	296	366	440
ECB_00715	55	81	67	95	66	69	63	52	69	115	103	101
ECB_00716	768	628	721	782	266	210	489	419	559	394	420	481
ECB_00717	110	171	119	238	122	73	146	123	156	147	124	150
ECB_00718	121	166	147	247	135	105	191	133	236	186	185	182
ECB_00719	36	54	44	46	92	57	98	94	111	91	148	141
ECB_00720	1301	767	1194	1149	775	541	1206	1094	1464	1051	1346	1799
ECB_00721	17	19	12	17	14	26	18	9	19	28	26	49
ECB_00722	3	10	6	5	8	2	3	5	2	11	8	17
ECB_00723	3	8	9	22	9	6	6	8	10	15	14	12
ECB_00724	23	18	13	39	17	25	18	11	33	35	123	154
ECB_00725	124	173	105	225	330	185	464	382	524	366	653	711
ECB_00726	53	84	51	61	71	78	89	83	121	113	167	190
ECB_00727	10	4	5	12	1	6	13	4	5	11	12	17
ECB_00728	1	4	0	2	2	4	0	6	1	5	0	3
ECB_00729	3	1	1	1	0	1	0	3	0	1	2	1
ECB_00730	1	4	1	2	8	0	3	5	0	3	1	7
ECB_00731	0	1	3	0	1	0	0	0	2	1	1	0
ECB_00732	3	0	4	5	2	2	3	2	2	1	3	1
ECB_00733	31	83	65	100	24	204	22	54	193	191	52	47
ECB_00734	10	8	16	47	8	14	8	13	17	16	6	25
ECB_00735	7	19	12	15	3	11	3	12	10	21	10	10
ECB_00736	1	8	1	9	0	5	1	1	6	5	8	3
ECB_00737	13	48	21	63	30	74	37	56	74	72	61	73
ECB_00738	19	33	22	24	14	19	10	8	13	14	24	27
ECB_00739	150	276	195	181	85	366	87	124	270	289	119	215
ECB_00740	74	159	126	126	148	97	154	195	175	124	133	164
ECB_00741	26	52	48	39	69	43	109	588	112	92	100	89
ECB_00742	6	51	24	18	38	29	78	51	98	50	74	101
ECB_00743	10	37	25	21	73	29	119	86	108	82	65	97
ECB_00744	47	45	25	43	94	67	144	104	138	85	68	79
ECB_00745	29	25	40	23	55	26	70	47	91	90	36	50
ECB_00746	1155	824	1228	1263	730	471	958	849	1040	775	1026	1304
ECB_00747	178	153	200	209	234	175	153	215	294	203	322	291
ECB_00748	466	439	658	766	710	619	576	610	853	635	1188	1532
ECB_00749	551	647	610	753	248	206	410	317	431	323	281	311
ECB_00750	259	234	391	434	263	146	323	300	270	209	265	298
ECB_00751	94	71	121	135	70	41	67	65	88	76	74	71
ECB_00752	76	124	186	190	74	57	135	129	142	68	117	183
ECB_00753	2627	1490	2328	2592	1610	1085	2354	1890	2776	2165	1838	2144
ECB_00754	16	16	8	16	10	12	7	7	18	15	132	178
ECB_00755	17	36	18	43	11	19	10	49	19	25	19	26
ECB_00756	55	42	49	71	31	40	29	60	51	46	61	58
ECB_00757	43	20	29	45	38	21	26	30	40	38	37	49
ECB_00758	707	83	397	131	36	40	77	107	83	47	77	108
ECB_00759	63	94	78	76	64	80	72	75	125	92	122	138
ECB_00760	71	98	59	100	82	53	83	112	119	83	95	146
ECB_00761	239	228	326	393	249	187	262	301	383	324	309	435
ECB_00762	386	208	390	318	272	171	329	515	433	297	269	473
ECB_00763	341	120	190	152	106	118	129	116	138	103	131	195
ECB_00764	494	649	442	885	1189	695	1561	1472	1918	1231	1744	1797
ECB_00765	18	7	16	16	7	19	6	21	14	11	13	33
ECB_00766	328	258	283	395	335	411	400	382	507	664	465	585
ECB_00767	983	491	1075	989	735	372	815	716	974	777	970	1376
ECB_00768	1439	1025	2290	1870	2447	1551	3124	2892	3944	2876	3224	3766
ECB_00769	60	92	84	128	59	54	92	71	96	100	118	178
ECB_00770	17	20	30	35	16	12	10	27	34	26	24	44
ECB_00771	30	108	192	114	94	50	98	132	126	128	202	213
ECB_00772	54	406	259	404	231	127	245	252	201	242	411	336
ECB_00773	4	3	3	2	3	1	2	4	9	6	5	4
ECB_00774	65	54	76	87	91	81	84	115	116	81	187	198
ECB_00775	38	57	48	75	24	38	24	83	65	63	41	32
ECB_00776	640	522	387	1051	571	375	618	656	994	690	1203	1160
ECB_00777	712	348	487	756	424	327	478	536	774	505	985	1111
ECB_00778	6012	1502	3486	2812	1774	1333	1897	2028	2987	2319	4130	4284
ECB_00779	425	417	415	446	148	127	113	160	203	163	767	1490
ECB_00780	67	81	54	66	44	61	73	66	82	48	120	115
ECB_00781	4056	3401	5066	6501	4816	2322	7436	5027	7077	4881	7339	10185
ECB_00782	67	119	73	105	85	83	86	66	95	116	119	138
ECB_00783	2	11	3	7	1	6	6	2	2	3	2	1
ECB_00784	35	23	17	35	39	39	43	43	35	45	49	74
ECB_00785	95	108	81	110	87	53	66	69	86	65	89	129
ECB_00786	233	306	275	381	319	228	302	387	450	294	687	797
ECB_00787	349	600	281	611	420	340	565	478	654	511	1240	1044
ECB_00788	144	90	169	175	158	101	190	179	238	160	292	304
ECB_00789	76	65	42	87	56	37	81	83	54	79	150	175
ECB_00790	33	26	44	43	33	26	16	33	29	34	31	42
ECB_00791	7	23	14	17	13	31	4	15	19	92	10	7
ECB_00792	39	11	47	41	25	23	35	44	31	21	59	63
ECB_00793	220	186	324	334	291	182	356	206	361	208	386	459
ECB_00794	816	530	1061	1027	902	529	971	748	1122	796	1226	1466
ECB_00795	1316	951	1620	1634	821	647	1185	944	1485	1049	1529	2189
ECB_00796	1452	1876	1965	2477	1275	988	1429	1133	1810	1407	1677	2411
ECB_00797	1026	1115	1431	1533	721	601	836	690	1126	886	1279	1829
ECB_00798	544	739	697	847	340	330	464	371	609	473	523	720
ECB_00799	382	580	421	560	350	338	334	287	492	428	459	524
ECB_00800	10	30	14	15	6	14	3	9	4	14	15	27
ECB_00801	21	24	10	5	13	16	3	4	21	24	69	93
ECB_00802	65	170	46	133	231	110	213	222	215	184	357	299
ECB_00803	1020	1288	1043	2276	556	569	869	711	1270	806	1401	1642
ECB_00804	52	64	43	117	34	34	42	61	76	60	100	166
ECB_00805	916	385	707	643	598	412	737	606	866	720	958	1183
ECB_00806	779	434	594	680	360	318	535	483	785	521	941	1236
ECB_00807	155	150	184	230	360	235	244	336	392	267	472	650
ECB_00808	249	307	203	405	391	269	559	501	636	476	733	969
ECB_00809	57	83	50	58	84	64	68	98	106	99	121	109
ECB_00810	21	27	45	42	35	30	42	29	45	25	67	64
ECB_00811	97	174	66	121	95	98	194	160	258	162	260	248
ECB_00812	118	163	142	161	169	144	176	196	234	168	254	255
ECB_00813	37	23	31	32	18	11	16	22	21	30	27	41
ECB_00814	11	21	9	12	4	9	11	5	16	4	19	46
ECB_00815	17	34	30	24	27	53	22	32	25	40	34	37
ECB_00816	45	42	27	45	20	9	24	35	27	43	30	46
ECB_00817	44	68	24	61	41	42	37	37	67	71	95	157
ECB_00818	0	1	1	4	3	5	4	0	3	6	5	6
ECB_00819	1	2	3	0	1	4	2	11	0	3	11	8
ECB_00820	0	3	3	2	2	2	0	0	0	2	0	2
ECB_00821	1	1	1	0	0	6	0	0	2	1	3	0
ECB_00822	1	3	2	1	7	1	2	2	4	6	1	13
ECB_00823	0	1	1	0	1	2	2	6	1	1	7	5
ECB_00824	1	2	2	2	5	7	8	3	5	6	5	17
ECB_00825	5	15	6	6	16	27	8	15	28	22	25	30
ECB_00826	0	3	3	0	5	8	6	1	1	4	1	4
ECB_00827	1	3	4	2	16	10	10	2	6	5	7	9
ECB_00828	350	349	209	308	76	74	140	115	208	164	329	510
ECB_00829	1	2	4	1	0	0	0	0	0	1	1	3
ECB_00830	130	274	137	307	130	204	196	174	380	326	512	572
ECB_00831	395	1269	235	786	462	652	529	652	984	902	862	948
ECB_00832	4	3	10	4	21	20	26	14	30	17	49	43
ECB_00833	11	14	14	10	89	72	46	64	89	80	66	86
ECB_00834	2	6	6	1	222	144	102	104	188	127	200	217
ECB_00835	0	0	0	1	26	13	11	12	19	11	15	19
ECB_00836	1	1	5	0	26	21	13	11	16	13	19	16
ECB_00837	0	1	0	0	3	7	1	1	6	1	5	2
ECB_00838	0	2	2	4	25	22	21	15	27	26	22	29
ECB_00839	1	3	3	1	20	9	6	9	36	7	17	11
ECB_00840	32	82	41	77	39	84	54	72	85	96	100	129
ECB_00841	2	5	8	1	44	51	24	24	27	37	60	55
ECB_00842	0	2	2	2	28	17	15	6	12	4	14	11
ECB_00843	3	11	9	4	70	56	27	35	77	39	81	82
ECB_00844	1	16	2	4	35	54	23	17	37	27	53	40
ECB_00845	23	46	32	29	136	112	73	97	143	128	183	159
ECB_00846	12	17	21	34	57	36	32	23	61	28	72	95
ECB_00847	14	14	7	10	9	5	12	10	10	19	43	86
ECB_00848	13	14	19	25	7	8	21	11	26	8	27	21
ECB_00849	0	0	2	0	1	0	0	2	3	4	2	3
ECB_00850	5	2	4	4	5	3	0	2	4	4	4	3
ECB_00851	9	5	7	11	10	16	8	5	18	12	17	19
ECB_00852	148	208	149	261	173	155	177	197	219	215	497	590
ECB_00853	9	14	5	12	8	18	8	13	24	18	51	80
ECB_00854	10	17	5	8	2	7	7	9	4	19	8	16
ECB_00855	264	239	329	296	286	230	269	279	381	342	433	486
ECB_00856	571	520	774	724	599	462	611	539	885	613	1154	1342
ECB_00857	465	451	679	735	533	402	456	513	650	458	804	909
ECB_00858	284	272	245	303	128	102	190	149	225	157	328	444
ECB_00859	690	538	416	459	383	243	452	387	474	452	756	850
ECB_00860	278	284	285	276	253	175	323	320	408	265	458	458
ECB_00861	129	185	218	178	163	80	187	124	211	166	206	243
ECB_00862	119	167	136	136	134	99	157	137	179	163	211	201
ECB_00863	61	68	54	60	55	46	63	92	94	61	109	121
ECB_00864	75	96	59	65	89	91	106	131	148	80	179	185
ECB_00865	3027	1502	1091	1080	537	536	906	869	1297	981	820	1249
ECB_00866	264	260	274	372	249	159	265	269	350	287	400	437
