group,timepoint,Time,well,S freq,lambda,total count,YFP,BFP,Dilution,corrected total count,gen,competition,S minmaj,scaled counts,S counts,LSl counts,BFP freq,timegroup,BFP counts,YFP counts
4,0,0.0,A11,0.07609332548476222,0.5402676414134191,7358,7454.638671875,8465.5146484375,0.4,9523.756652296375,17k,Sl,min,23809.391630740938,1811.7357869521438,21997.655843788794,0.07609332548476222,2.0,1811.7357869521438,21997.655843788794
6,0,0.0,C6,0.048741082474365593,0.10841382394684083,7759,7743.00830078125,8717.3544921875,0.4,8187.189595909711,40k,L,min,20467.97398977428,997.6312083187578,19470.34278145552,0.9512589175256344,3.0,19470.34278145552,997.6312083187578
4,1,0.4833333333333334,A11,0.089826973,0.070907969,345,7639.268555,8793.679688,0.015,357.3761659,17k,Sl,min,23825.077726666666,2140.134613676188,21684.94311299048,0.089826973,2.0,2140.134613676188,21684.94311299048
2,1,0.4833333333333334,A5,0.046089674,0.05377161,423,7894.846191,8835.381836,0.015,434.474612,17k,L,min,28964.974133333333,1334.986215223766,27629.98791810957,0.046089674,1.0,1334.986215223766,27629.98791810957
7,1,0.6000000000000005,C9,0.965734538,0.109098838,277,7746.599609000001,8508.168945,0.015,292.3848852,40k,Sl,maj,19492.32568,18824.41213512033,667.9135448796645,0.965734538,4.0,18824.41213512033,667.9135448796645
5,1,0.5833333333333339,C1,0.9435249090000001,0.151666206,495,7457.503418000001,9010.791016,0.015,533.4858813999998,40k,L,maj,35565.725426666664,33557.14784671465,2008.5775799520136,0.056475091,3.0,2008.5775799520136,33557.14784671465
5,1,0.5833333333333339,C2,0.9552678259999999,0.11643398,402,7499.442383,9002.564453,0.015,425.8572826,40k,L,maj,28390.48550666667,27120.517369037974,1269.9681376286915,0.044732174000000006,3.0,1269.9681376286915,27120.517369037974
7,1,0.6000000000000005,C8,0.962121403,0.099062529,277,7721.885254000002,8504.655273,0.015,290.9466489,40k,Sl,maj,19396.44326,18661.733202521093,734.7100574789073,0.962121403,4.0,18661.733202521093,734.7100574789073
1,1,0.4833333333333334,A3,0.979289941,1.85e-07,338,7975.071776999999,8824.12793,0.015,338.0000312,17k,L,maj,22533.33541333333,22066.668707456407,466.6667058769252,0.979289941,1.0,22066.668707456407,466.6667058769252
2,1,0.4833333333333334,A6,0.043654536,0.203018702,354,7911.383301000002,8873.691406,0.015,391.1493653,17k,L,min,26076.62435333333,1138.3629365910665,24938.261416742265,0.043654536,1.0,1138.3629365910665,24938.261416742265
6,1,0.5833333333333339,C6,0.0724759290000001,0.04401179,338,7890.159668000001,8764.608398,0.015,345.4925506,40k,L,min,23032.83670666667,1669.3262378209695,21363.5104688457,0.927524071,3.0,21363.5104688457,1669.3262378209695
5,1,0.5833333333333339,C3,0.9698375859999999,8.72e-08,431,7519.741698999998,8801.483398,0.015,431.00001889999993,40k,L,maj,28733.33459333333,27866.667859728692,866.6667336046414,0.030162414,3.0,866.6667336046414,27866.667859728692
8,1,0.6000000000000005,C11,0.033936652000000005,8.849999999999998e-08,442,7481.875977,8870.367188,0.015,442.0000196,40k,Sl,min,29466.667973333337,1000.0000566105588,28466.667916722778,0.033936652000000005,4.0,1000.0000566105588,28466.667916722778
2,1,0.4833333333333334,A4,0.058171745,1.04e-07,361,7891.716797,8849.494141,0.015,361.0000188,17k,L,min,24066.667920000004,1400.0000692419205,22666.667850758087,0.058171745,1.0,1400.0000692419205,22666.667850758087
8,1,0.6000000000000005,C12,0.027295285,6.55e-09,403,7454.554198999998,8739.566406,0.015,402.9999988,40k,Sl,min,26866.66658666667,733.333321483044,26133.333265183624,0.027295285,4.0,733.333321483044,26133.333265183624
7,1,0.6000000000000005,C7,0.958593717,0.050897647,495,7758.480956999999,8525.477539,0.015,507.7040239,40k,Sl,maj,33846.93492666667,32445.459160410526,1401.4757662561424,0.958593717,4.0,32445.459160410526,1401.4757662561424
4,1,0.4833333333333334,A10,0.0990991,3.18e-08,333,7629.67041,8715.032227,0.015,333.000005,17k,Sl,min,22200.00033333333,2200.000053033033,20000.0002803003,0.0990991,2.0,2200.000053033033,20000.0002803003
3,1,0.4833333333333334,A7,0.989637306,-4.5e-08,386,8216.995117,8869.15625,0.015,385.9999905,17k,Sl,maj,25733.3327,25466.666047629704,266.66665237029395,0.989637306,2.0,25466.666047629704,266.66665237029395
6,1,0.5833333333333339,C5,0.06229508299999997,7.13e-08,305,7903.923828,8759.101563,0.015,305.00001089999995,40k,L,min,20333.33406,1266.6667329344266,19066.66732706557,0.937704917,3.0,19066.66732706557,1266.6667329344266
6,1,0.5833333333333339,C4,0.07309375500000004,0.15816429699999998,280,7871.681640999999,8770.248047,0.015,302.7264637,40k,L,min,20181.76424666667,1475.160931313614,18706.60331535305,0.926906245,3.0,18706.60331535305,1475.160931313614
3,1,0.4833333333333334,A9,0.988934252,0.225640432,405,8221.610352,8847.849609,0.015,452.4090652,17k,Sl,maj,30160.60434666667,29826.85469943875,333.7496472279159,0.988934252,2.0,29826.85469943875,333.7496472279159
8,1,0.6000000000000005,C10,0.043621934,0.056533314,424,7447.333984000001,9016.382813,0.015,436.0979824,40k,Sl,min,29073.19882666667,1268.2291603857311,27804.969666280937,0.043621934,4.0,1268.2291603857311,27804.969666280937
3,1,0.4833333333333334,A8,0.992194403,0.408654903,316,8075.000977,8847.999023,0.015,384.9529191,17k,Sl,maj,25663.527940000004,25463.208783302118,200.3191566978816,0.992194403,2.0,25463.208783302118,200.3191566978816
1,1,0.4833333333333334,A1,0.985693799,0.291857449,486,8003.035156,8880.569336,0.015,560.3662935,17k,L,maj,37357.7529,36823.30537810427,534.4475218957293,0.985693799,1.0,36823.30537810427,534.4475218957293
1,1,0.4833333333333334,A2,0.982986988,0.412482681,290,7835.513672,8823.210938,0.015,353.9101401000001,17k,L,maj,23594.009340000004,23192.604175970468,401.4051640295333,0.982986988,1.0,23192.604175970468,401.4051640295333
4,1,0.4833333333333334,A12,0.100674031,0.037696623,293,7638.811523,8744.380859,0.015,298.5572513,17k,Sl,min,19903.816753333336,2003.7974648434,17900.019288489937,0.100674031,2.0,2003.7974648434,17900.019288489937
5,2,1.8166666666666664,C1,0.9541786640000001,0.026533614,862,7842.962890999999,8808.556641,0.015,873.4865599,40k,L,maj,58232.43732666666,55564.14924982253,2668.288076844135,0.045821336,3.0,2668.288076844135,55564.14924982253
3,2,1.7999999999999998,A9,0.995437956,9.64e-08,1096,8238.111328,8850.662109,0.015,1096.000053,17k,Sl,maj,73066.67020000001,72733.33683561411,333.33336438589197,0.995437956,2.0,72733.33683561411,333.33336438589197
1,2,1.7666666666666666,A1,0.982243455,0.307745369,1118,8095.645508,8834.116211,0.015,1298.8393199999996,17k,L,maj,86589.28799999999,85051.76141111003,1537.5265888899605,0.982243455,1.0,85051.76141111003,1537.5265888899605
7,2,1.833333333333334,C7,0.963666591,0.029233012000000006,977,7903.461426000002,8544.344727,0.015,991.3499015,40k,Sl,maj,66089.99343333334,63688.71867111272,2401.274762220617,0.963666591,4.0,63688.71867111272,2401.274762220617
8,2,1.833333333333334,C12,0.02675724,0.050131546,766,7751.18457,8796.496094,0.015,785.3607995,40k,Sl,min,52357.38663333334,1400.939159920892,50956.44747341245,0.02675724,4.0,1400.939159920892,50956.44747341245
3,2,1.7999999999999998,A8,0.990725622,0.371167124,1173,8389.28418,8835.774414,0.015,1404.125231,17k,Sl,maj,93608.34873333332,92740.18952322457,868.159210108752,0.990725622,2.0,92740.18952322457,868.159210108752
2,2,1.7666666666666666,A6,0.023928535,0.896930982,1004,8162.926758,9169.688477,0.015,1520.682413,17k,L,min,101378.82753333334,2425.846822890331,98952.98071044301,0.023928535,1.0,2425.846822890331,98952.98071044301
8,2,1.833333333333334,C10,0.018968169,0.113376174,948,7745.307617,8746.085938,0.015,1002.755567,40k,Sl,min,66850.37113333332,1268.0291373697885,65582.34199596355,0.018968169,4.0,1268.0291373697885,65582.34199596355
8,2,1.833333333333334,C11,0.016120587,0.145445511,867,7747.901367,9174.274414,0.015,931.5784954,40k,Sl,min,62105.23302666668,1001.1728121616533,61104.06021450501,0.016120587,4.0,1001.1728121616533,61104.06021450501
3,2,1.7999999999999998,A7,0.996925442,1.28e-07,1301,8472.696289,8853.000977,0.015,1301.000083,17k,Sl,maj,86733.33886666666,86466.67218578744,266.66668087922136,0.996925442,2.0,86466.67218578744,266.66668087922136
2,2,1.7666666666666666,A5,0.030131758,0.503524857,1156,8168.307129000002,8919.032227,0.015,1471.358871,17k,L,min,98090.59140000002,2955.6419621416817,95134.94943785832,0.030131758,1.0,2955.6419621416817,95134.94943785832
7,2,1.833333333333334,C8,0.968292682,4.35e-08,820,7844.705078,8525.407227,0.015,820.0000187999998,40k,Sl,maj,54666.66791999999,52933.334496260155,1733.3334237398346,0.968292682,4.0,52933.334496260155,1733.3334237398346
4,2,1.7999999999999998,A11,0.090661606,0.021776962,557,8025.25,8804.897461,0.015,563.0868961,17k,Sl,min,37539.12640666667,3403.357487865409,34135.76891880127,0.090661606,2.0,3403.357487865409,34135.76891880127
5,2,1.8166666666666664,C2,0.967167799,0.076623697,822,7884.484863,8885.178711,0.015,853.8944766000002,40k,L,maj,56926.29844000001,55057.282767431934,1869.0156725680663,0.032832201,3.0,1869.0156725680663,55057.282767431934
4,2,1.7999999999999998,A12,0.104951748,0.05118108,624,8017.928223000001,8748.856445,0.015,640.1047051,17k,Sl,min,42673.64700666667,4478.673846884635,38194.973159782036,0.104951748,2.0,4478.673846884635,38194.973159782036
6,2,1.8166666666666664,C4,0.038348569000000055,0.132931089,612,8104.63623,8776.130859,0.015,653.5778522,40k,L,min,43571.85681333334,1670.9183574642361,41900.9384558691,0.961651431,3.0,41900.9384558691,1670.9183574642361
1,2,1.7666666666666666,A2,0.976937903,0.263915555,841,8144.097168000001,8817.510742,0.015,956.8522375,17k,L,maj,63790.14916666668,62319.01455894053,1471.1346077261396,0.976937903,1.0,62319.01455894053,1471.1346077261396
6,2,1.8166666666666664,C5,0.053050245,0.05416686,735,8096.333495999998,8776.941406,0.015,755.0860226,40k,L,min,50339.06817333333,2670.499899667036,47668.5682736663,0.946949755,3.0,47668.5682736663,2670.499899667036
7,2,1.833333333333334,C9,0.961364012,0.10959482,737,7855.539062999998,8516.379883,0.015,778.1232206,40k,Sl,maj,51874.88137333333,49870.6440790918,2004.2372942415307,0.961364012,4.0,49870.6440790918,2004.2372942415307
6,2,1.8166666666666664,C6,0.04453441299999994,-9.68e-09,741,8048.396484000001,8803.800781,0.015,740.9999952000002,40k,L,min,49399.99968000001,2199.999987948985,47199.999692051024,0.955465587,3.0,47199.999692051024,2199.999987948985
1,2,1.7666666666666666,A3,0.987811106,0.184571277,900,8135.919434,8809.844727,0.015,985.6106167000003,17k,L,maj,65707.37444666668,64906.47422451795,800.9002221487292,0.987811106,1.0,64906.47422451795,800.9002221487292
5,2,1.8166666666666664,C3,0.959099367,0.031126038,819,7895.891602,8841.451172,0.015,831.8122341,40k,L,maj,55454.14894,53186.03914587772,2268.1097941222793,0.040900633,3.0,2268.1097941222793,53186.03914587772
2,2,1.7666666666666666,A4,0.031445252,0.619088517,1221,8143.961426000002,8790.273438,0.015,1637.704462,17k,L,min,109180.29746666669,3433.201967274295,105747.09549939237,0.031445252,1.0,3433.201967274295,105747.09549939237
4,2,1.7999999999999998,A10,0.091186838,0.037946387000000005,636,8012.791015999999,8776.318359,0.015,648.1432655,17k,Sl,min,43209.55103333334,3940.1423301293,39269.40870320403,0.091186838,2.0,3940.1423301293,39269.40870320403
3,3,3.1166666666666663,A9,0.995620996,0.095729379,2396,7863.535645,8575.821289,0.01,2512.513285,17k,Sl,maj,251251.3285,250151.0979274932,1100.230572506819,0.995620996,2.0,250151.0979274932,1100.230572506819
6,3,3.1500000000000004,C5,0.03780402000000005,0.086657615,1269,7868.045898,8563.172852,0.01,1324.778292,40k,L,min,132477.8292,5008.194504633389,127469.63469536662,0.96219598,3.0,127469.63469536662,5008.194504633389
3,3,3.1166666666666663,A8,0.99338999,2.29e-07,2118,7937.088867,8586.594727,0.01,2118.000243,17k,Sl,maj,211800.0243,210400.02402137677,1400.0002786232544,0.99338999,2.0,210400.02402137677,1400.0002786232544
4,3,3.1166666666666663,A12,0.095759354,0.036663036,945,7832.679687999998,8595.651367,0.01,962.4291362,17k,Sl,min,96242.91362,9216.159235329003,87026.754384671,0.095759354,2.0,9216.159235329003,87026.754384671
1,3,3.083333333333333,A1,0.98227573,0.022375496,2567,7951.228026999999,8588.336914,0.01,2595.826048,17k,L,maj,259582.6048,254981.69262522148,4600.912174778492,0.98227573,1.0,254981.69262522148,4600.912174778492
6,3,3.1500000000000004,C6,0.04934640599999995,0.017387303,1226,7896.928711,8577.74707,0.01,1236.689303,40k,L,min,123668.9303,6102.617244169494,117566.31305583051,0.950653594,3.0,117566.31305583051,6102.617244169494
6,3,3.1500000000000004,C4,0.046548957000000064,1.24e-07,1246,7864.270995999998,8587.111328,0.01,1246.000078,40k,L,min,124600.0078,5800.000405281872,118800.00739471815,0.953451043,3.0,118800.00739471815,5800.000405281872
8,3,3.1500000000000004,C10,0.010924562,0.238999746,1549,7573.195312999998,8625.516602,0.01,1741.4716460000002,40k,Sl,min,174147.16460000002,1902.4814967969053,172244.6831032031,0.010924562,4.0,1902.4814967969053,172244.6831032031
7,3,3.1500000000000004,C8,0.927810869,0.026613843,561,7591.658691,8390.723633,0.01,568.4982954,40k,Sl,maj,56849.82953999999,52745.88974800927,4103.939791990724,0.927810869,4.0,52745.88974800927,4103.939791990724
3,3,3.1166666666666663,A7,0.99651433,2.4e-07,2582,7932.116211,8593.075195,0.01,2582.000310000001,17k,Sl,maj,258200.031,257300.03089794426,900.000102055769,0.99651433,2.0,257300.03089794426,900.000102055769
4,3,3.1166666666666663,A10,0.084037049,0.01373285,946,7833.920898,8561.413086,0.01,952.5105055,17k,Sl,min,95251.05055,8004.617202371827,87246.43334762818,0.084037049,2.0,8004.617202371827,87246.43334762818
2,3,3.083333333333333,A4,0.010975263999999998,0.335034225,3025,7950.714844,8632.704102,0.01,3559.982304,17k,L,min,355998.2304,3907.1745621728246,352091.0558378272,0.010975263999999998,1.0,3907.1745621728246,352091.0558378272
1,3,3.083333333333333,A2,0.983635473,0.139483706,2227,7924.722168000001,8576.72168,0.01,2385.924591,17k,L,maj,238592.4591,234688.0063610616,3904.4527389383497,0.983635473,1.0,234688.0063610616,3904.4527389383497
5,3,3.1500000000000004,C3,0.970973896,0.167377239,1272,7766.679198999998,8648.05957,0.01,1381.420143,40k,L,maj,138142.0143,134132.28982615873,4009.724473841288,0.029026104,3.0,4009.724473841288,134132.28982615873
5,3,3.1500000000000004,C1,0.9707268609999999,0.045792245,1537,7695.478515999999,8684.875977,0.01,1572.459913,40k,L,maj,157245.99130000002,152642.90753948234,4603.083760517691,0.029273139,3.0,4603.083760517691,152642.90753948234
8,3,3.1500000000000004,C11,0.0044929390000000005,-8.25e-08,1558,7571.487793000001,8611.418945,0.01,1557.999936,40k,Sl,min,155799.9936,699.9998674451904,155099.99373255478,0.0044929390000000005,4.0,699.9998674451904,155099.99373255478
5,3,3.1500000000000004,C2,0.975396965,0.12832021,1299,7748.339355,8669.367188,0.01,1384.12594,40k,L,maj,138412.594,135007.22410537722,3405.36989462279,0.024603035,3.0,3405.36989462279,135007.22410537722
2,3,3.083333333333333,A6,0.011825453,0.38593137,2883,7948.687012,8752.691406,0.01,3475.015116,17k,L,min,347501.5116,4109.362792854754,343392.1488071452,0.011825453,1.0,4109.362792854754,343392.1488071452
2,3,3.083333333333333,A5,0.009810381,0.535885492,2690,7956.305176000002,8693.25,0.01,3474.834639,17k,L,min,347483.46390000003,3408.9451720587463,344074.51872794126,0.009810381,1.0,3408.9451720587463,344074.51872794126
8,3,3.1500000000000004,C12,0.007217421,0.31240972100000003,1787,7577.490723000001,8868.680664,0.01,2080.64874,40k,Sl,min,208064.87399999995,1501.6917909699537,206563.18220903,0.007217421,4.0,1501.6917909699537,206563.18220903
4,3,3.1166666666666663,A11,0.079926509,0.016344213,832,7814.69043,8587.753906,0.01,838.8177139,17k,Sl,min,83881.77139,6704.377155938778,77177.39423406121,0.079926509,2.0,6704.377155938778,77177.39423406121
1,3,3.083333333333333,A3,0.983930091,0.093881995,2021,7962.630370999998,8568.384766,0.01,2117.351934,17k,L,maj,211735.1934,208332.62810996454,3402.5652900354107,0.983930091,1.0,208332.62810996454,3402.5652900354107
7,3,3.1500000000000004,C9,0.928580221,0.04308226,700,7625.713379000002,8404.860352,0.01,715.1870591,40k,Sl,maj,71518.70591,66410.8557395418,5107.8501704582,0.928580221,4.0,66410.8557395418,5107.8501704582
7,3,3.1500000000000004,C7,0.930386845,0.039088734,790,7560.208008,8404.756836,0.01,805.5406361,40k,Sl,maj,80554.06361,74946.4410940372,5607.622515962788,0.930386845,4.0,74946.4410940372,5607.622515962788
6,4,4.35,C4,0.04453604200000005,0.041048867,2290,7848.519531,8586.388672,0.005,2337.3225,40k,L,min,467464.50000000006,20819.018605509027,446645.48139449104,0.955463958,3.0,446645.48139449104,20819.018605509027
8,4,4.333333333333334,C12,0.006057971,0.118500911,2803,7563.963867,8474.581055,0.005,2972.358345,40k,Sl,min,594471.669,3601.292131123599,590870.3768688764,0.006057971,4.0,3601.292131123599,590870.3768688764
7,4,4.333333333333334,C8,0.891237954,0.016144664,639,7523.665526999999,8478.777344,0.005,644.1720998,40k,Sl,maj,128834.41995999998,114822.12484992715,14012.29511007283,0.891237954,4.0,114822.12484992715,14012.29511007283
6,4,4.35,C5,0.045772875999999914,0.04830203,2370,7835.124512,8584.669922,0.005,2427.698672,40k,L,min,485539.7344,22224.55005576409,463315.1843442359,0.954227124,3.0,463315.1843442359,22224.55005576409
8,4,4.333333333333334,C10,0.004803494,1.25e-07,2290,7546.105469,8479.763672,0.005,2290.000144,40k,Sl,min,458000.0288,2200.0003903406273,455800.0284096594,0.004803494,4.0,2200.0003903406273,455800.0284096594
